"Sira";"Hat Adi";"kV";"Durum";"Neden";"Aktif ID Adedi";"Kaynakta Bulunan Aktif ID";"Panel MW";"Panel MVAR";"Panel Yuklenme (%)";"Aktif SCADA IDler";"Reaktif SCADA IDler";"Alias Potansiyeli";"Alias Notu";"Kaynak Deger Ozet"
"61";"400kV YUMURTALIK DEMİRÇELİK GİS - SUGÖZÜ TES EİH";"400";"matched-tolerance";"Ayni yonlu coklu aday tolerans icinde (9.83 MW).";"2";"2";"-193,77";"-31,29";"8,89";"0eef27d3-22c3-4a42-9308-ab499b07e2cd | e1aa688d-f659-4277-bef4-2b3368480360";"1faf1d09-a1a2-4ff8-b10f-f265850e042c";"would-resolve";"Alias-aware yon eslestirme ile tolerans icinde birlesir (9.83 MW).";"-189.24 | -199.07"
"62";"400kV ÇOLAKOĞLU400 -> DİLİSKELESİ GİS - DİLERÇELİK EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-127,16";"-20,45";"8,77";"b04f591a-672f-41a7-b6cd-f7426bd11b71";"1202b283-e1f6-49ce-a0ff-64f611a69b18";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-127.23"
"63";"400kV OYMAPINAR - KIZILOT EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-229,34";"39,97";"8,72";"f296be60-c330-4863-87e8-36a9293c39a6 | 0f128e20-c9e2-41dc-85b7-00da893065bb";"a8e16847-af9e-4b1c-baca-648c2f3e091e | 3a39efa9-0b97-4874-967c-3f0550870e56";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-229.49"
"64";"400kV YUMURTALIK DEMİRÇELİK GİS - ERZİN EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-188,91";"";"8,67";"0eef27d3-22c3-4a42-9308-ab499b07e2cd | 9aec23ed-d8eb-46f0-abd9-bea972197a97";"2384244e-5270-495f-8e53-55b70da78ca9 | 52aa59af-aee4-4dc3-a641-b3a108294625";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-189.24"
"65";"400kV CİZRE -> SİLOPİ TES - ÇETİN HES EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-188,60";"-24,19";"8,65";"9b4aac79-526e-4b5f-af42-14cf0c9013ea";"ead38e51-1c87-4c74-bd9b-28093c5678cf";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-188.60"
"66";"400kV YILDIZTEPE - ÇAĞLAYAN EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"89,59";"55,93";"8,61";"0f1f9a64-cec1-48ab-b819-27ccd5a2ad8e | d8ff08d2-2c5e-45e0-8c20-e509b1f4ad1d";"7a4614da-3f91-421b-a7de-868ea12f9bdf | 728e5275-56ae-4561-9504-93cca62820f7";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"89.64"
"67";"400kV ALPASLAN2 HES -> VAN2 - SİİRT 380 EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"224,12";"-48,21";"8,52";"30c53b52-1235-4019-bf24-3f00a2cf673b";"6030c260-6c51-4b68-b72e-7734f33b6a7a";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"224.13"
"68";"400kV KIRIKKALE DGKÇ - KAYAŞ - II EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-212,52";"-3,81";"8,08";"b176765a-2d77-41ba-a6dc-04b60c2872ce | 809e5f03-d036-4c57-8743-af8e3fb4bcf5";"5a4a4e2b-93bd-4faf-a1d5-448b6062fc1b | 27b9a73b-c598-4c5f-9e8f-f04d6470586f";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"213.66"
"69";"400kV KIRIKKALE DGKÇ - KAYAŞ - I EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-211,81";"-4,84";"8,05";"42b84995-543a-4c25-93c0-078d4006bebf | 32f0ead6-3ffc-423e-8b8a-7d2774429f38";"d4405268-6be7-40c9-b9ff-9164b90454b0 | 3b73055b-ce53-46b0-b496-b6eab82ca730";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"210.87"
"70";"400kV BATMAN2 - SİİRT400 EİH";"400";"ambiguous-live";"Coklu aday var; kaynak terminal adlari TM adlariyla exact eslesmedigi icin yon normalize edilemiyor.";"2";"2";"208,73";"";"7,94";"f0a5b397-d0d2-4d06-9c25-578af6c941e7 | ee946d52-fb22-4cc3-a393-40906fe7b680";"5b3c942f-5927-4562-b77d-48d70703abff | 65a6b31f-d2d7-477d-ba60-7d664595dca0";"needs-better-alias";"Alias katmani olmadan terminal yonu belirlenemiyor.";"-193.99 | 208.81"
"71";"400kV GÜRAĞAÇ - TUNÇBİLEK-B TES EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"2";"1";"-113,02";"";"7,79";"c6598b02-aef2-45dd-aa05-533ac5b839c4 | daa8b77c-c3ca-4970-8c97-6c74fb47aea1";"c556b66b-250e-4290-a820-d60062994393 | 91056167-16b5-4b26-9df0-92d5b6421918";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-113.02"
"72";"400kV YILDIZTEPE - SAĞMALCILAR GİS EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"80,66";"2,42";"7,76";"bac181ef-4125-423d-9d6d-6689ce338273 | 058992e6-3c1e-4334-8e5c-58acc78392dc";"3a82ef06-366e-4484-b8d9-4cfc12530044 | f67aeecd-4cef-42fc-aaf7-6dc94ea1135c";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"80.76"
"73";"400kV ALTINKAYA HES - KAYABAŞI EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-111,75";"-24,54";"7,71";"08399e4d-3d60-43e2-bc79-4031b1aac038 | 35d31917-2eac-4f1d-8630-576c45ef705f";"538bcf00-2888-4667-bb8f-ba18017b0c42 | b34b7611-e914-4664-b32d-705ec74fe223";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-111.77"
"74";"400kV MERSİN400 - HUNUTLU TES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-200,28";"-29,56";"7,62";"c951c7b9-31e6-484b-aa6d-cfc14c5fb06a | c21e4225-eb48-44dd-b44c-d7a0dd302065";"aa17bfc5-6188-4363-8480-094b982c1d59 | 1ae664a1-de33-4cd4-9bf3-6e06ac70a6f5";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-200.44"
"75";"400kV BORÇKA HES - AKHLTSKHE (GÜRCİSTAN) EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"158,85";"-132,90";"7,29";"b4fda2cd-8879-48ee-944f-14c8343ef190";"10554a57-c3ae-4297-9e37-05096d745a38";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"158.84"
"76";"400kV TEKİRDAĞ DGKÇ A - GELİBOLU EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-181,53";"";"6,90";"ecde251f-66a4-4e31-b9b4-78f686d22250 | d62ad57c-6a2c-441d-91d4-9ebd08a30410";"185df975-1c04-4678-945f-8a75d5ad483d | bc72ea2a-ac73-4767-83ce-21775dd99f7c";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"203.44"
"77";"400kV SOMA-B TES -> ALİAĞA-2 - MORSAN EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-179,48";"-41,47";"6,82";"c02417a5-4837-4c9c-a737-8b6ac1991a7d";"0cdc53df-b7d5-449b-abbb-f1d214809514";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-179.32"
"78";"400kV VARSAK - KIZILOT EİH";"400";"matched-tolerance";"Ayni yonlu coklu aday tolerans icinde (7.25 MW).";"2";"2";"-178,49";"74,05";"6,79";"0f302a4b-daf3-47d9-a5ec-d98c98804e94 | da9b53f8-74f8-40ed-b3a0-35665e93ee64";"3122d56b-d216-4d13-9a23-aa0201686454 | 65fe07e7-b87c-4d00-b10a-dd91b13a8ef2";"would-resolve";"Alias-aware yon eslestirme ile tolerans icinde birlesir (7.25 MW).";"-182.23 | -174.98"
"79";"400kV AĞRI2 - VAN2 EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"142,58";"-1,32";"6,54";"726e8d32-d351-48f1-b9c5-6a6bbc5e16c8 | b85ea0c4-9f94-43d8-adc8-4e19c645d56b";"b3d82452-755d-4ad9-b813-5ae806ec723a | 6c625cf4-57ca-4708-b9f1-f4a9e8f16846";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-140.46"
"80";"400kV GELİBOLU - İKİTELLİ EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"161,48";"68,77";"6,14";"14979bfa-0fc5-4ad1-86cd-6099f7a01f4e";"7c25bb8c-8afc-45d5-b0b4-42ef23a1fa77";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"161.54"
"81";"400kV ALİBEYKÖY - ATIŞALANI EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-129,77";"5,34";"5,95";"e4cd2330-536d-4f10-9ab4-4e466691bf70 | b5b14d61-a3e6-451c-9747-3a33b46c9322";"abed6b3f-2549-447b-bbcd-6543dded7bf1 | 58f7dbf0-cb32-4ce1-ba4e-19eab1ddb98b";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-129.84"
"82";"400kV HAMİTABAT DGKÇ - MARİTSA (BULGARİSTAN) - I EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"82,90";"-65,58";"5,76";"a0e9b0e1-cc5b-4975-9b54-7c1ab475767c";"18d24c93-7f1e-4a83-ab9a-0b3b51584c28";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"83.00"
"83";"400kV AKSA ANTALYA 380 - SEYDİŞEHİR (YENİ) EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-124,79";"32,60";"5,72";"cf38a2e4-1fdd-43e3-84cb-11f5b90bf241";"a965f9d5-6075-4653-8554-0a77dbd596fe";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-125.14"
"84";"400kV İSDEMİR TES - ATLAS TES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"121,80";"32,37";"5,59";"d17b31d9-04bd-41b8-bfee-59aabd7fecc7 | 31b1ab1c-238d-4ee9-b0a8-3af410fef40b";"bff0a79d-9840-4966-bbb8-ec374c1370c1 | 1c6902a4-8fcc-4375-b677-dfc2b085f535";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"121.30"
"85";"400kV DİLERÇELİK -> DİLİSKELESİ GİS - ÇOLAKOĞLU EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-71,69";"-1,62";"4,94";"9713570c-64e1-444a-a319-679c565bd7af";"c13cb186-b6db-4de9-83a3-3022d8dd6fa9";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-71.71"
"86";"400kV HAMİTABAT DGKÇ - MARİTSA (BULGARİSTAN) - II EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"107,54";"-77,14";"4,93";"dbcfeef8-2169-4fb9-8652-7a98995bcee0";"03ee3977-3d2b-445b-bd79-87b1e89e15d3";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"107.66"
"87";"400kV ALİAĞA2 -> MORSAN - SOMA-B EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-129,40";"10,71";"4,92";"a7da8a98-9521-4439-8934-402b2a8176ff";"02c3ba3f-d716-4b67-8c3e-c3f1e027a85c";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-129.51"
"88";"400kV İKİTELLİ - DELİKLİKAYA - II EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-66,36";"57,65";"4,58";"21855322-a1ff-43e0-900b-99a6e2436249";"a957cce3-babc-4be6-8009-9156f24a56a2";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-66.24"
"89";"400kV SOMA B TES - SOMA KOLİN TES EİH";"400";"ambiguous-live";"Coklu aday var; kaynak terminal adlari TM adlariyla exact eslesmedigi icin yon normalize edilemiyor.";"2";"2";"98,58";"-154,14";"4,52";"05d5e867-69b7-455c-ab2c-33ef2fdd020f | 83f0e157-2677-4820-b7ce-9bd5dea0b46e";"c161f18a-091f-44e1-85ad-03f743d48d00 | 3f564ec1-ef2d-4bfc-883f-c2b3f6acbad6";"would-resolve";"Alias-aware yon eslestirme ile tolerans icinde birlesir (22.81 MW).";"-76.11 | 98.92"
"90";"400kV ZEUGMA -> ATATÜRK HES - BİRECİK HES EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-63,18";"20,31";"4,36";"f0e2a314-493a-4076-a6b8-5352459a6142";"bbd3e0dc-1460-4a63-8799-dd40a9074079";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-63.03"
"91";"400kV İZMİR HAVZA - UYGAR RES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-111,85";"0,41";"4,25";"f1b54313-64af-418e-a2d4-b62ae1fa13d2 | c19836af-257d-41e5-9a50-3922f5051758";"a0aa8958-7022-4a87-8a26-59b82b23e5ec | efdfc1c1-8827-4706-bfc4-7f07e8afa2e1";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-111.77"
"92";"400kV YATAĞAN TES - PAMUKKALE EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-108,04";"20,48";"4,11";"aa7bb8c8-c287-4ef3-805e-61a3c27d3a1d | d9fb6fbe-7dac-4736-8057-6f66ff8f5683";"292dbf0c-58fb-438f-991d-4a5091f5571a | c988757c-88bf-4c7f-a938-68188d1bc6ba";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-108.84"
"93";"400kV DERİNER HES - ARTVİN HES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"88,47";"-28,99";"4,06";"21551a37-a743-485e-8908-f803e99ab247 | 3b25a5ae-a28f-4ae0-bca0-9e78d1175c6c";"f6a39f99-77ca-46e6-82dd-1c61a6baa867 | dea8cef4-3c93-4657-bd64-61461a5223ea";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"88.54"
"94";"400kV ILICA ZEKİ GÜRGEN - TORTUM EİH";"400";"ambiguous-live";"Coklu aday var; kaynak terminal adlari TM adlariyla exact eslesmedigi icin yon normalize edilemiyor.";"2";"2";"88,22";"";"4,05";"4ee2ac03-7d84-4476-bba9-5665f0994d96 | 9f3d0b89-be3e-40ca-8771-2c433093e281";"274fd9ab-37ef-4b53-acf6-12b3e9de1594 | 51f58e7e-e7ea-46c8-8782-0334b0a3f0b5";"still-ambiguous";"Alias eslestirme olsa bile uc degerler ayrisik kaliyor.";"88.17 | -83.88"
"95";"400kV KOZAN HAVZA - SANİBEY HES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-88,09";"";"4,04";"3792fb08-b2a4-4c55-8b0a-5a46c3c411e3 | 36b10c1a-06e9-4aa0-a49e-a1e430fde34e";"70b61bb9-66b6-47a0-ac03-b663d8626aa1 | 74b53fb8-e78e-4a8c-943f-36b8782c37d5";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"109.39"
"96";"400kV ADANA - TOSYALI METALURJİ EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-53,91";"26,37";"3,72";"5d5e52f6-c647-4016-8af2-bc661275b26c | 387dcf2f-140f-4c5e-a52b-d0a09bd84639";"15f95cc0-6f91-4084-8686-802297b40c5d | fa068881-8e46-4337-a42b-3d1344b66049";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-54.01"
"97";"400kV ARTVİN HES - TORTUM EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-76,80";"29,12";"3,52";"7ca35983-d05a-49e5-924c-30c9de2e1e5a | 618b226a-071b-4113-b8c0-178d4bf792e8";"2f09becd-7aea-4574-8a7b-b0ed33306142 | b8dced3f-3e40-42ad-b7c5-bc87202d3ddd";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-76.87"
"98";"400kV SİLOPİ TES -> CİZRE - ÇETİN HES EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"74,61";"";"3,42";"f43c85a7-f74d-4231-8eb5-1f814cff519f";"7fbcd7a1-192c-45b1-a2c4-f9d40b7ba1b9";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"74.64"
"99";"400kV BABAESKİ - TÜRKGÜCÜ EİH";"400";"matched-tolerance";"Ayni yonlu coklu aday tolerans icinde (108.94 MW).";"2";"2";"71,88";"80,71";"3,30";"32ee9650-94fb-4829-9e66-934d1ee223de | baade785-cc9b-4642-a226-c598cbf82ec1";"6a16e356-5a49-4f32-8014-1f5d63c56dee | b6e0a06d-97f1-44eb-8d51-37793eedf537";"would-resolve";"Alias-aware yon eslestirme ile tolerans icinde birlesir (108.94 MW).";"126.50 | 17.56"
"100";"400kV VAN2 - BAŞKALE EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"67,07";"9,93";"3,08";"12a38ec5-948a-437f-b58a-2a98a56beadc | a524d277-8e45-415e-8a3c-9a7fb5e4befc";"75b6d1a2-1c60-4262-b537-c1fbe18b515c | c04f0e47-9a27-4ce3-afc4-5858bddfcf94";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"67.23"
"101";"400kV ADANA - MİSİS OSB EİH";"400";"ambiguous-live";"Coklu aday var; kaynak terminal adlari TM adlariyla exact eslesmedigi icin yon normalize edilemiyor.";"2";"2";"80,87";"-56,76";"3,08";"58a679b7-262e-4e7f-a68c-87eddf3ee458 | f4c3344a-187b-4be0-9a1a-0b0158fe3dfc";"c40c1550-1585-4a2a-a18e-34fb8568b266 | 96cda734-a139-4e36-833e-c389bab6d13b";"would-resolve";"Alias-aware yon eslestirme ile tolerans icinde birlesir (3.28 MW).";"-84.28 | 81.00"
"102";"400kV SEYDİŞEHİR (YENİ) - OYMAPINAR EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"44,34";"34,50";"3,06";"3f0cdc5c-2b65-411e-b5ff-f26c582fe3a4";"4895730b-44f0-4103-a17d-ae2791e9a666";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"44.34"
"103";"400kV SİİRT 380 -> VAN2 - ALPASLAN2 HES EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"79,95";"125,04";"3,04";"43cd62e8-01a5-43a8-b77b-7ea823e4b790";"bfb9e8cf-d753-4956-b083-ce3d371073a0";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"79.96"
"104";"400kV VARSAK - AKSA ANTALYA DGKÇ EİH";"400";"ambiguous-live";"Coklu aday var; kaynak terminal adlari TM adlariyla exact eslesmedigi icin yon normalize edilemiyor.";"2";"2";"65,06";"-19,40";"2,98";"63f46ac0-2355-4a56-a70d-029fa3f48a93 | c5242a2b-f84a-4b02-abdb-707befd1eaeb";"029139e7-aebe-4547-862e-3042a5238916 | 749d20d4-3f00-4362-83e1-3da6cbbfaece";"needs-better-alias";"Alias katmani olmadan terminal yonu belirlenemiyor.";"-72.63 | 65.44"
"105";"400kV BABAESKİ - NEOSANTA (YUNANİSTAN) EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"64,97";"-48,92";"2,98";"6f4e8f50-94ae-4be6-8355-0f4bd52bdefe";"bfbc30b1-f023-4ce1-a927-1ffb6616f240";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"64.97"
"106";"400kV BORÇKA HES - YUSUFELİ HES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"76,66";"143,56";"2,91";"dd6dcfb0-ca8a-48f9-996f-880be8984045 | dbe9c453-a595-41a0-97c7-30cc96514041";"dda56631-db3a-4ae6-9c3d-ed9d0c40903c | 6b732b43-d4fe-4052-9e86-be1c47ca9fa1";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-78.33"
"107";"400kV ÇEŞME - KARABURUN EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"61,37";"0,29";"2,82";"51fb9af8-f00e-472d-9db7-37757f827e2e | 0d419027-be8a-4d2b-a058-26a3f2b99adc";"25940efb-363f-4084-82d5-c719712e7a5c | fdbac55d-eab1-4479-bbae-ea95a65643a9";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-55.59"
"108";"400kV İKİTELLİ - DELİKLİKAYA - I EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-71,97";"76,58";"2,74";"f2e352c7-c08d-4da7-af65-24d819c4ff3e";"32f76f97-57e5-404e-ad1e-86128b16ad8c";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-71.82"
"109";"400kV KARABURUN - LODOS RES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-37,81";"-19,35";"2,61";"ee32d7b7-3490-4393-a411-3998f8563e32 | 2f3d2e1e-b453-4f1d-829d-9363f63cf461";"5d5c9630-25a6-48ca-b6f5-59d41d3260c5 | f6e241cf-540f-4ef4-af84-6483e810c472";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-37.72"
"110";"400kV ATIŞALANI - İKİTELLİ EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"2";"1";"-55,52";"-51,08";"2,55";"2fe82df6-3ef0-4819-86a8-d2ffacf326e0 | c3c1bb6f-082d-408d-bcf6-e00712204b4b";"b9e18670-34c9-44df-bf62-7d619160c86f | 996ed760-3a84-487b-b43d-8205a63a4cbd";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-55.61"
"111";"400kV TORTUM - ARKUN HES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"66,82";"-4,31";"2,54";"0311b244-d625-4ef6-b311-b603e7e4daa9 | 12b29aa8-44dd-4144-a198-f533a53cd550";"f1d39b33-a649-450a-97e0-61c8a1fedfaa | a1ccc9e2-e0d4-410a-a691-2b4f966b483d";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"66.83"
"112";"400kV HİLVAN - ELGÜN EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-53,64";"";"2,46";"8eb76454-0949-4a47-84e5-9ee804162adc | 848afe0a-73b2-4ff5-b97d-62683fe33cda";"c9bcd642-beae-4d38-ad09-f996e4d2ecc5 | 5847d18c-2962-4eac-9c46-ff4cf9f31717";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-52.89"
"113";"400kV ADAPAZARI - ULUDAĞ GİS EİH";"400";"ambiguous-live";"Coklu aday var; kaynak terminal adlari TM adlariyla exact eslesmedigi icin yon normalize edilemiyor.";"2";"2";"-33,74";"-23,27";"2,33";"fd1bffc1-5f34-4e2a-8a96-42643ee26be7 | 9556b75d-b0a3-45bc-8148-3d8272c7c52c";"01d00b39-ab96-439d-a9a3-bc6b9fafbf95 | aa41c4f7-61d1-4648-b037-cc64351239cf";"still-ambiguous";"Alias eslestirme olsa bile uc degerler ayrisik kaliyor.";"62.21 | -34.33"
