GERILIM REFERANS DEGERI ILETILEN BARANIN ADI:;BAYRAMHACILI_154;;;;;;;;
ILGILI BIRIMIN UNITELERININ NOMINAL AKTIF GUCU(Pnom):;23,5;23,5;;;;;;;
ILGILI BIRIMIN UNITELERININ ASIRI VE DUSUK ZORUNLU MVAR DEGERLERI (MVAR):;14,56;-7,72;14,56;-7,72;;;;;
VARSA ILGILI ANLASMA DAHILINDE SENKRON KOMPANSATOR HIZMET VEREBILEN UNITELERIN SENKRON KOMPASATOR DURUMUNDAKI ZORUNLU MVAR DEGERLERI (MVAR):;0;;;;;;;;
TARIH;SAAT;SIRA_NO;BARA_GER_kV;BARA_GER_SET_DEG_kV;TOP_REAKT_CIK_GUCU_MVAr;UNI_1_BIRIM_MKUD;UNI_2_BIRIM_MKUD;UNI_1_GEN_TER_AKT_CIK_GUCU_MW;UNI_2_GEN_TER_AKT_CIK_GUCU_MW
01.05.2026;00:00:00;1;158,010;157,000;-15,237;14,100;14,100;20,784;21,521
01.05.2026;00:01:00;2;157,261;157,000;-13,575;14,100;14,100;20,637;21,742
01.05.2026;00:02:00;3;157,422;157,000;-13,722;14,100;14,100;20,752;21,510
01.05.2026;00:03:00;4;157,261;157,000;-10,123;14,100;14,100;20,731;21,594
01.05.2026;00:04:00;5;157,582;157,000;-13,658;14,100;14,100;20,910;21,647
01.05.2026;00:05:00;6;157,047;157,000;-14,248;14,100;14,100;20,889;21,478
01.05.2026;00:06:00;7;157,475;157,000;-14,164;14,100;14,100;20,594;21,573
01.05.2026;00:07:00;8;157,422;157,000;-14,038;14,100;14,100;20,731;21,647
01.05.2026;00:08:00;9;157,154;157,000;-14,143;14,100;14,100;20,689;21,573
01.05.2026;00:09:00;10;157,529;157,000;-14,017;14,100;14,100;20,858;21,584
01.05.2026;00:10:00;11;157,796;157,000;-15,153;14,100;14,100;20,773;21,521
01.05.2026;00:11:00;12;157,850;157,000;-15,111;14,100;14,100;20,615;21,615
01.05.2026;00:12:00;13;157,689;157,000;-15,006;14,100;14,100;20,731;21,594
01.05.2026;00:13:00;14;157,422;157,000;-14,311;14,100;14,100;20,668;21,542
01.05.2026;00:14:00;15;157,956;157,000;-14,943;14,100;14,100;20,900;21,594
01.05.2026;00:15:00;16;157,689;157,000;-14,395;14,100;14,100;20,731;21,678
01.05.2026;00:16:00;17;157,689;157,000;-14,437;14,100;14,100;20,889;21,678
01.05.2026;00:17:00;18;158,331;157,000;-15,069;14,100;14,100;20,689;21,436
01.05.2026;00:18:00;19;158,545;157,000;-15,637;14,100;14,100;20,879;21,636
01.05.2026;00:19:00;20;158,117;157,000;-15,595;14,100;14,100;20,689;21,489
01.05.2026;00:20:00;21;158,063;157,000;-15,722;14,100;14,100;20,879;21,626
01.05.2026;00:21:00;22;158,598;157,000;-16,142;14,100;14,100;20,521;21,668
01.05.2026;00:22:00;23;158,491;157,000;-16,669;14,100;14,100;20,647;21,521
01.05.2026;00:23:00;24;158,331;157,000;-16,290;14,100;14,100;20,910;21,489
01.05.2026;00:24:00;25;157,956;157,000;-15,575;14,100;14,100;20,752;21,615
01.05.2026;00:25:00;26;157,796;157,000;-14,964;14,100;14,100;20,731;21,457
01.05.2026;00:26:00;27;157,850;157,000;-14,943;14,100;14,100;20,805;21,647
01.05.2026;00:27:00;28;158,063;157,000;-15,447;14,100;14,100;20,721;21,636
01.05.2026;00:28:00;29;158,384;157,000;-15,953;14,100;14,100;20,489;21,678
01.05.2026;00:29:00;30;158,545;157,000;-16,585;14,100;14,100;20,773;21,415
01.05.2026;00:30:00;31;158,652;157,000;-16,353;14,100;14,100;20,773;21,478
01.05.2026;00:31:00;32;158,545;157,000;-16,837;14,100;14,100;20,679;21,478
01.05.2026;00:32:00;33;158,812;157,000;-16,563;14,100;14,100;20,836;21,531
01.05.2026;00:33:00;34;158,598;157,000;-16,437;14,100;14,100;20,931;21,542
01.05.2026;00:34:00;35;158,919;157,000;-16,690;14,100;14,100;20,858;21,478
01.05.2026;00:35:00;36;159,347;157,000;-16,711;14,100;14,100;20,794;21,436
01.05.2026;00:36:00;37;158,491;157,000;-16,268;14,100;14,100;20,668;21,373
01.05.2026;00:37:00;38;158,652;157,000;-15,974;14,100;14,100;20,773;21,647
01.05.2026;00:38:00;39;158,545;157,000;-16,100;14,100;14,100;20,721;21,478
01.05.2026;00:39:00;40;158,919;157,000;-16,290;14,100;14,100;20,742;21,436
01.05.2026;00:40:00;41;158,759;157,000;-15,785;14,100;14,100;20,784;21,615
01.05.2026;00:41:00;42;158,491;157,000;-15,764;14,100;14,100;20,626;21,636
01.05.2026;00:42:00;43;158,277;157,000;-15,953;14,100;14,100;20,742;21,647
01.05.2026;00:43:00;44;158,010;157,000;-15,532;14,100;14,100;20,647;21,668
01.05.2026;00:44:00;45;158,063;157,000;-15,700;14,100;14,100;20,826;21,373
01.05.2026;00:45:00;46;158,117;157,000;-15,721;14,100;14,100;20,847;21,531
01.05.2026;00:46:00;47;158,117;157,000;-15,153;14,100;14,100;20,626;21,542
01.05.2026;00:47:00;48;158,277;157,000;-15,090;14,100;14,100;20,879;21,426
01.05.2026;00:48:00;49;157,743;157,000;-15,153;14,100;14,100;20,900;21,457
01.05.2026;00:49:00;50;158,331;157,000;-15,259;14,100;14,100;20,679;21,457
01.05.2026;00:50:00;51;158,598;157,000;-15,742;14,100;14,100;20,794;21,678
01.05.2026;00:51:00;52;158,652;157,000;-15,995;14,100;14,100;20,531;21,626
01.05.2026;00:52:00;53;158,652;157,000;-16,268;14,100;14,100;20,584;21,478
01.05.2026;00:53:00;54;158,812;157,000;-16,395;14,100;14,100;20,668;21,573
01.05.2026;00:54:00;55;158,277;157,000;-16,016;14,100;14,100;20,773;21,584
01.05.2026;00:55:00;56;158,759;157,000;-15,974;14,100;14,100;20,942;21,731
01.05.2026;00:56:00;57;159,026;157,000;-16,668;14,100;14,100;20,637;21,584
01.05.2026;00:57:00;58;159,079;157,000;-16,290;14,100;14,100;20,689;21,563
01.05.2026;00:58:00;59;158,010;157,000;-14,837;14,100;14,100;20,689;21,521
01.05.2026;00:59:00;60;157,743;157,000;-14,312;14,100;14,100;20,847;21,510
01.05.2026;01:00:00;61;157,475;156,000;-14,269;14,100;14,100;20,700;21,510
01.05.2026;01:01:00;62;157,850;156,000;-14,121;14,100;14,100;20,847;21,405
01.05.2026;01:02:00;63;157,796;156,000;-14,185;14,100;14,100;20,805;21,668
01.05.2026;01:03:00;64;157,529;156,000;-13,869;14,100;14,100;20,847;21,647
01.05.2026;01:04:00;65;157,475;156,000;-13,869;14,100;14,100;20,784;21,573
01.05.2026;01:05:00;66;157,743;156,000;-14,164;14,100;14,100;20,910;21,457
01.05.2026;01:06:00;67;157,796;156,000;-14,163;14,100;14,100;20,858;21,542
01.05.2026;01:07:00;68;157,956;156,000;-14,396;14,100;14,100;20,826;21,531
01.05.2026;01:08:00;69;157,956;156,000;-14,522;14,100;14,100;20,731;21,647
01.05.2026;01:09:00;70;157,743;156,000;-14,732;14,100;14,100;20,752;21,636
01.05.2026;01:10:00;71;157,956;156,000;-14,858;14,100;14,100;20,773;21,510
01.05.2026;01:11:00;72;158,224;156,000;-14,964;14,100;14,100;20,858;21,573
01.05.2026;01:12:00;73;157,475;156,000;-15,027;14,100;14,100;20,889;21,584
01.05.2026;01:13:00;74;157,956;156,000;-15,427;14,100;14,100;20,573;21,531
01.05.2026;01:14:00;75;157,956;156,000;-15,553;14,100;14,100;20,858;21,626
01.05.2026;01:15:00;76;157,956;156,000;-15,637;14,100;14,100;20,805;21,563
01.05.2026;01:16:00;77;157,582;156,000;-15,174;14,100;14,100;20,689;21,478
01.05.2026;01:17:00;78;158,224;156,000;-16,964;14,100;14,100;20,668;21,405
01.05.2026;01:18:00;79;158,277;156,000;-15,974;14,100;14,100;20,679;21,647
01.05.2026;01:19:00;80;158,117;156,000;-16,100;14,100;14,100;20,826;21,584
01.05.2026;01:20:00;81;158,277;156,000;-16,374;14,100;14,100;20,573;21,521
01.05.2026;01:21:00;82;157,582;156,000;-15,953;14,100;14,100;20,826;21,699
01.05.2026;01:22:00;83;158,491;156,000;-16,372;14,100;14,100;20,836;21,531
01.05.2026;01:23:00;84;158,384;156,000;-16,858;14,100;14,100;20,952;21,573
01.05.2026;01:24:00;85;158,277;156,000;-16,206;14,100;14,100;20,615;21,626
01.05.2026;01:25:00;86;158,063;156,000;-16,310;14,100;14,100;20,826;21,910
01.05.2026;01:26:00;87;158,491;156,000;-15,932;14,100;14,100;20,836;21,773
01.05.2026;01:27:00;88;157,956;156,000;-15,869;14,100;14,100;20,584;21,510
01.05.2026;01:28:00;89;158,277;156,000;-16,206;14,100;14,100;20,858;21,415
01.05.2026;01:29:00;90;158,277;156,000;-16,058;14,100;14,100;20,721;21,521
01.05.2026;01:30:00;91;157,529;156,000;-15,385;14,100;14,100;20,889;21,584
01.05.2026;01:31:00;92;157,689;156,000;-15,132;14,100;14,100;21,036;21,742
01.05.2026;01:32:00;93;158,117;156,000;-15,258;14,100;14,100;20,742;21,626
01.05.2026;01:33:00;94;157,850;156,000;-15,069;14,100;14,100;20,836;21,521
01.05.2026;01:34:00;95;157,743;156,000;-15,238;14,100;14,100;20,858;21,594
01.05.2026;01:35:00;96;157,582;156,000;-15,111;14,100;14,100;20,942;21,563
01.05.2026;01:36:00;97;157,529;156,000;-14,942;14,100;14,100;20,889;21,573
01.05.2026;01:37:00;98;157,850;156,000;-15,763;14,100;14,100;20,858;21,573
01.05.2026;01:38:00;99;158,331;156,000;-16,143;14,100;14,100;20,531;21,489
01.05.2026;01:39:00;100;158,491;156,000;-17,048;14,100;14,100;20,647;21,542
01.05.2026;01:40:00;101;158,384;156,000;-16,964;14,100;14,100;20,437;21,436
01.05.2026;01:41:00;102;158,598;156,000;-17,153;14,100;14,100;20,626;21,457
01.05.2026;01:42:00;103;158,224;156,000;-16,143;14,100;14,100;20,584;21,573
01.05.2026;01:43:00;104;158,812;156,000;-16,458;14,100;14,100;20,531;21,636
01.05.2026;01:44:00;105;157,850;156,000;-15,848;14,100;14,100;20,531;21,573
01.05.2026;01:45:00;106;157,689;156,000;-15,469;14,100;14,100;20,594;21,542
01.05.2026;01:46:00;107;157,689;156,000;-15,343;14,100;14,100;20,489;21,647
01.05.2026;01:47:00;108;158,010;156,000;-15,385;14,100;14,100;20,563;21,636
01.05.2026;01:48:00;109;157,582;156,000;-15,553;14,100;14,100;20,594;21,742
01.05.2026;01:49:00;110;158,010;156,000;-15,553;14,100;14,100;20,563;21,647
01.05.2026;01:50:00;111;158,491;156,000;-16,521;14,100;14,100;20,531;21,531
01.05.2026;01:51:00;112;158,063;156,000;-16,163;14,100;14,100;20,531;21,678
01.05.2026;01:52:00;113;158,224;156,000;-16,206;14,100;14,100;20,647;21,689
01.05.2026;01:53:00;114;158,545;156,000;-16,943;14,100;14,100;20,468;21,478
01.05.2026;01:54:00;115;159,133;156,000;-17,510;14,100;14,100;20,647;21,563
01.05.2026;01:55:00;116;158,865;156,000;-16,163;14,100;14,100;20,573;21,689
01.05.2026;01:56:00;117;158,919;156,000;-16,058;14,100;14,100;20,637;21,584
01.05.2026;01:57:00;118;159,133;156,000;-16,606;14,100;14,100;20,637;21,720
01.05.2026;01:58:00;119;159,079;156,000;-16,437;14,100;14,100;20,542;21,457
01.05.2026;01:59:00;120;158,812;156,000;-15,742;14,100;14,100;20,731;21,584
01.05.2026;02:00:00;121;158,063;156,000;-15,469;14,100;14,100;20,331;21,720
01.05.2026;02:01:00;122;158,277;156,000;-15,238;14,100;14,100;20,542;21,510
01.05.2026;02:02:00;123;158,545;156,000;-15,301;14,100;14,100;20,531;21,647
01.05.2026;02:03:00;124;158,331;156,000;-15,048;14,100;14,100;20,479;21,626
01.05.2026;02:04:00;125;157,850;156,000;-14,417;14,100;14,100;20,521;21,678
01.05.2026;02:05:00;126;157,956;156,000;-14,500;14,100;14,100;20,405;21,531
01.05.2026;02:06:00;127;157,743;156,000;-13,932;14,100;14,100;20,752;21,626
01.05.2026;02:07:00;128;157,743;156,000;-14,100;14,100;14,100;20,321;21,626
01.05.2026;02:08:00;129;157,475;156,000;-13,785;14,100;14,100;20,573;21,563
01.05.2026;02:09:00;130;158,277;156,000;-15,153;14,100;14,100;20,615;21,510
01.05.2026;02:10:00;131;158,331;156,000;-15,195;14,100;14,100;20,405;21,668
01.05.2026;02:11:00;132;158,491;156,000;-15,280;14,100;14,100;20,531;21,457
01.05.2026;02:12:00;133;158,277;156,000;-15,005;14,100;14,100;20,573;21,436
01.05.2026;02:13:00;134;157,743;156,000;-13,869;14,100;14,100;20,626;21,521
01.05.2026;02:14:00;135;158,063;156,000;-14,396;14,100;14,100;20,510;21,489
01.05.2026;02:15:00;136;157,796;156,000;-14,248;14,100;14,100;20,489;21,531
01.05.2026;02:16:00;137;157,743;156,000;-14,354;14,100;14,100;20,531;21,352
01.05.2026;02:17:00;138;157,743;156,000;-15,090;14,100;14,100;20,563;21,415
01.05.2026;02:18:00;139;158,384;156,000;-16,100;14,100;14,100;20,826;21,352
01.05.2026;02:19:00;140;158,063;156,000;-16,205;14,100;14,100;20,668;21,615
01.05.2026;02:20:00;141;157,956;156,000;-15,868;14,100;14,100;20,594;21,415
01.05.2026;02:21:00;142;158,010;156,000;-15,553;14,100;14,100;20,626;21,720
01.05.2026;02:22:00;143;157,796;156,000;-15,280;14,100;14,100;20,468;21,415
01.05.2026;02:23:00;144;158,063;156,000;-15,616;14,100;14,100;20,615;21,584
01.05.2026;02:24:00;145;158,063;156,000;-16,037;14,100;14,100;20,626;21,699
01.05.2026;02:25:00;146;158,010;156,000;-15,953;14,100;14,100;20,437;21,594
01.05.2026;02:26:00;147;158,117;156,000;-15,932;14,100;14,100;20,647;21,542
01.05.2026;02:27:00;148;158,384;156,000;-16,036;14,100;14,100;20,637;21,489
01.05.2026;02:28:00;149;158,384;156,000;-15,974;14,100;14,100;20,700;21,647
01.05.2026;02:29:00;150;158,117;156,000;-15,763;14,100;14,100;20,584;21,594
01.05.2026;02:30:00;151;157,743;156,000;-15,511;14,100;14,100;20,531;21,742
01.05.2026;02:31:00;152;158,224;156,000;-16,247;14,100;14,100;20,542;21,626
01.05.2026;02:32:00;153;157,956;156,000;-15,868;14,100;14,100;20,542;21,573
01.05.2026;02:33:00;154;157,529;156,000;-14,858;14,100;14,100;20,637;21,521
01.05.2026;02:34:00;155;157,689;156,000;-15,869;14,100;14,100;20,510;21,731
01.05.2026;02:35:00;156;157,850;156,000;-15,406;14,100;14,100;20,615;21,615
01.05.2026;02:36:00;157;157,689;156,000;-15,237;14,100;14,100;20,510;21,805
01.05.2026;02:37:00;158;157,796;156,000;-15,280;14,100;14,100;20,594;21,626
01.05.2026;02:38:00;159;158,063;156,000;-15,658;14,100;14,100;20,668;21,542
01.05.2026;02:39:00;160;158,063;156,000;-16,058;14,100;14,100;20,731;21,720
01.05.2026;02:40:00;161;158,277;156,000;-16,395;14,100;14,100;20,489;21,331
01.05.2026;02:41:00;162;158,759;156,000;-16,689;14,100;14,100;20,531;21,521
01.05.2026;02:42:00;163;158,865;156,000;-17,384;14,100;14,100;20,615;21,615
01.05.2026;02:43:00;164;158,491;156,000;-16,837;14,100;14,100;20,542;21,510
01.05.2026;02:44:00;165;158,919;156,000;-16,900;14,100;14,100;20,468;21,521
01.05.2026;02:45:00;166;158,919;156,000;-16,858;14,100;14,100;20,510;21,352
01.05.2026;02:46:00;167;158,865;156,000;-17,026;14,100;14,100;20,731;21,426
01.05.2026;02:47:00;168;159,561;156,000;-16,921;14,100;14,100;20,615;21,584
01.05.2026;02:48:00;169;159,026;156,000;-16,480;14,100;14,100;20,910;21,563
01.05.2026;02:49:00;170;158,759;156,000;-16,605;14,100;14,100;20,889;21,647
01.05.2026;02:50:00;171;158,919;156,000;-16,121;14,100;14,100;20,900;21,510
01.05.2026;02:51:00;172;159,293;156,000;-16,690;14,100;14,100;20,879;21,584
01.05.2026;02:52:00;173;158,865;156,000;-15,911;14,100;14,100;20,858;21,689
01.05.2026;02:53:00;174;159,079;156,000;-16,837;14,100;14,100;20,931;21,720
01.05.2026;02:54:00;175;159,454;156,000;-17,027;14,100;14,100;20,847;21,584
01.05.2026;02:55:00;176;159,400;156,000;-16,773;14,100;14,100;20,994;21,363
01.05.2026;02:56:00;177;159,400;156,000;-16,479;14,100;14,100;20,668;21,468
01.05.2026;02:57:00;178;159,133;156,000;-16,101;14,100;14,100;20,847;21,415
01.05.2026;02:58:00;179;159,561;156,000;-16,332;14,100;14,100;20,942;21,457
01.05.2026;02:59:00;180;158,491;156,000;-14,669;14,100;14,100;20,889;21,321
01.05.2026;03:00:00;181;158,491;156,000;-14,332;14,100;14,100;21,005;21,405
01.05.2026;03:01:00;182;159,293;156,000;-14,711;14,100;14,100;20,615;21,363
01.05.2026;03:02:00;183;159,186;156,000;-15,322;14,100;14,100;20,910;21,468
01.05.2026;03:03:00;184;158,759;156,000;-15,384;14,100;14,100;20,963;21,363
01.05.2026;03:04:00;185;159,293;156,000;-15,974;14,100;14,100;20,910;21,373
01.05.2026;03:05:00;186;159,454;156,000;-16,309;14,100;14,100;20,931;21,573
01.05.2026;03:06:00;187;159,561;156,000;-16,289;14,100;14,100;20,847;21,594
01.05.2026;03:07:00;188;159,293;156,000;-15,890;14,100;14,100;20,879;21,489
01.05.2026;03:08:00;189;159,454;156,000;-16,289;14,100;14,100;20,805;21,521
01.05.2026;03:09:00;190;159,454;156,000;-16,542;14,100;14,100;20,805;21,173
01.05.2026;03:10:00;191;159,133;156,000;-16,079;14,100;14,100;20,784;21,373
01.05.2026;03:11:00;192;159,454;156,000;-16,268;14,100;14,100;21,036;21,468
01.05.2026;03:12:00;193;159,668;156,000;-16,689;14,100;14,100;20,731;21,668
01.05.2026;03:13:00;194;159,133;156,000;-16,564;14,100;14,100;20,889;21,510
01.05.2026;03:14:00;195;159,561;156,000;-17,174;14,100;14,100;20,847;21,584
01.05.2026;03:15:00;196;159,828;156,000;-16,309;14,100;14,100;21,005;21,436
01.05.2026;03:16:00;197;159,614;156,000;-15,932;14,100;14,100;20,836;21,510
01.05.2026;03:17:00;198;160,256;156,000;-16,395;14,100;14,100;20,889;21,489
01.05.2026;03:18:00;199;160,202;156,000;-16,290;14,100;14,100;20,889;21,626
01.05.2026;03:19:00;200;159,454;156,000;-15,216;14,100;14,100;20,805;21,531
01.05.2026;03:20:00;201;159,293;156,000;-14,711;14,100;14,100;20,794;21,384
01.05.2026;03:21:00;202;159,293;156,000;-14,774;14,100;14,100;20,994;21,615
01.05.2026;03:22:00;203;159,347;156,000;-14,753;14,100;14,100;20,963;21,310
01.05.2026;03:23:00;204;159,400;156,000;-15,132;14,100;14,100;20,994;21,563
01.05.2026;03:24:00;205;159,561;156,000;-14,627;14,100;14,100;20,931;21,457
01.05.2026;03:25:00;206;159,133;156,000;-14,985;14,100;14,100;21,057;21,510
01.05.2026;03:26:00;207;159,186;156,000;-14,416;14,100;14,100;20,858;21,363
01.05.2026;03:27:00;208;159,293;156,000;-14,584;14,100;14,100;20,910;21,457
01.05.2026;03:28:00;209;159,561;156,000;-15,363;14,100;14,100;20,910;21,352
01.05.2026;03:29:00;210;159,186;156,000;-15,321;14,100;14,100;20,794;21,636
01.05.2026;03:30:00;211;159,454;156,000;-15,785;14,100;14,100;20,942;21,521
01.05.2026;03:31:00;212;159,828;156,000;-15,911;14,100;14,100;21,089;22,005
01.05.2026;03:32:00;213;159,881;156,000;-16,226;14,100;14,100;20,942;21,984
01.05.2026;03:33:00;214;159,561;156,000;-15,722;14,100;14,100;20,910;22,152
01.05.2026;03:34:00;215;159,561;156,000;-15,700;14,100;14,100;21,015;21,984
01.05.2026;03:35:00;216;159,347;156,000;-15,932;14,100;14,100;20,805;21,910
01.05.2026;03:36:00;217;159,668;156,000;-16,458;14,100;14,100;20,942;21,773
01.05.2026;03:37:00;218;159,881;156,000;-16,058;14,100;14,100;20,773;21,984
01.05.2026;03:38:00;219;160,202;156,000;-16,206;14,100;14,100;20,900;22,015
01.05.2026;03:39:00;220;159,614;156,000;-15,574;14,100;14,100;21,068;21,805
01.05.2026;03:40:00;221;159,293;156,000;-14,880;14,100;14,100;20,952;21,941
01.05.2026;03:41:00;222;160,202;156,000;-15,932;14,100;14,100;20,984;22,047
01.05.2026;03:42:00;223;159,668;156,000;-15,658;14,100;14,100;20,910;21,878
01.05.2026;03:43:00;224;159,186;156,000;-15,363;14,100;14,100;20,826;21,889
01.05.2026;03:44:00;225;159,026;156,000;-15,217;14,100;14,100;20,994;21,931
01.05.2026;03:45:00;226;158,919;156,000;-14,901;14,100;14,100;20,910;22,036
01.05.2026;03:46:00;227;158,598;156,000;-14,311;14,100;14,100;20,584;21,952
01.05.2026;03:47:00;228;159,079;156,000;-15,048;14,100;14,100;20,721;21,878
01.05.2026;03:48:00;229;159,133;156,000;-15,258;14,100;14,100;20,879;22,194
01.05.2026;03:49:00;230;159,293;156,000;-15,111;14,100;14,100;20,805;22,005
01.05.2026;03:50:00;231;159,881;156,000;-16,226;14,100;14,100;20,584;21,784
01.05.2026;03:51:00;232;159,881;156,000;-16,669;14,100;14,100;20,700;22,015
01.05.2026;03:52:00;233;159,828;156,000;-16,606;14,100;14,100;20,594;21,899
01.05.2026;03:53:00;234;160,202;156,000;-17,321;14,100;14,100;20,742;21,731
01.05.2026;03:54:00;235;159,561;156,000;-15,342;14,100;14,100;20,784;21,857
01.05.2026;03:55:00;236;159,454;156,000;-13,343;14,100;14,100;20,563;21,910
01.05.2026;03:56:00;237;160,416;156,000;-7,976;14,100;14,100;20,668;21,678
01.05.2026;03:57:00;238;161,004;156,000;-2,420;14,100;14,100;20,689;21,931
01.05.2026;03:58:00;239;161,860;156,000;-0,883;14,100;14,100;20,689;21,847
01.05.2026;03:59:00;240;162,341;156,000;-0,210;14,100;14,100;20,773;21,668
01.05.2026;04:00:00;241;160,897;156,000;0,294;14,100;14,100;8,808;4,325
01.05.2026;04:01:00;242;160,897;156,000;-0,273;14,100;14,100;2,010;0,831
01.05.2026;04:02:00;243;160,416;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:03:00;244;160,897;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:04:00;245;161,432;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:05:00;246;161,325;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:06:00;247;161,486;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:07:00;248;161,539;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:08:00;249;160,897;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:09:00;250;161,004;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:10:00;251;160,951;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:11:00;252;160,684;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:12:00;253;160,202;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:13:00;254;160,897;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:14:00;255;160,951;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:15:00;256;161,539;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:16:00;257;161,967;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:17:00;258;162,127;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:18:00;259;161,699;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:19:00;260;161,486;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:20:00;261;160,790;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:21:00;262;161,539;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:22:00;263;160,684;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:23:00;264;161,004;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:24:00;265;161,753;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:25:00;266;160,737;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:26:00;267;160,790;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:27:00;268;161,272;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:28:00;269;161,272;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:29:00;270;161,272;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:30:00;271;160,897;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:31:00;272;160,523;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:32:00;273;160,790;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:33:00;274;159,988;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:34:00;275;159,347;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:35:00;276;160,523;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:36:00;277;160,470;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:37:00;278;159,881;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:38:00;279;159,079;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:39:00;280;159,186;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:40:00;281;159,079;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:41:00;282;158,652;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:42:00;283;158,865;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:43:00;284;158,331;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:44:00;285;158,865;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:45:00;286;158,384;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:46:00;287;157,582;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:47:00;288;160,470;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:48:00;289;159,347;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:49:00;290;159,988;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:50:00;291;159,828;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:51:00;292;159,988;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:52:00;293;159,721;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:53:00;294;160,737;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:54:00;295;160,684;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:55:00;296;160,470;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:56:00;297;159,935;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:57:00;298;160,149;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:58:00;299;159,561;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;04:59:00;300;159,721;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;05:00:00;301;159,988;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;05:01:00;302;159,721;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;05:02:00;303;159,668;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;05:03:00;304;159,561;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;05:04:00;305;159,561;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;05:05:00;306;159,828;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;05:06:00;307;159,186;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;05:07:00;308;159,881;156,000;0,000;14,100;14,100;0,000;0,000
01.05.2026;05:08:00;309;160,684;156,000;0,000;14,100;14,100;0,000;0,000
